id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait
smp-SM204,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Hasuno,Necrozma,SM204,['Psychic'],Pokémon,['Basic'],,130,,,,"[{'name': 'Barrier Attack', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ""During your opponent's next turn, this Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).""}, {'name': 'Special Laser', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100+', 'text': 'If this Pokémon has any Special Energy attached to it, this attack does 60 more damage.'}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"It looks somehow pained as it rages around in search of light, which serves as its energy. It's apparently from another world.",[800],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM205,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Shin Nagasawa,Terrakion,SM205,['Fighting'],Pokémon,['Basic'],,140,,,,"[{'name': 'Cavern Counter', 'cost': ['Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50+', 'text': 'If all of your Benched Pokémon have at least 1 damage counter on them, this attack does 150 more damage.'}, {'name': 'Boulder Crush', 'cost': ['Fighting', 'Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '110', 'text': ''}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4,Promo,Its charge is strong enough to break through a giant castle wall in one blow. This Pokémon is spoken of in legends.,[639],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM206,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Akira Komayama,Pikachu,SM206,['Lightning'],Pokémon,['Basic'],,60,,['Raichu'],,"[{'name': 'Thunder Shock', 'cost': ['Lightning', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Promo,"Its nature is to store up electricity. Forests where nests of Pikachu live are dangerous, since the trees are so often struck by lightning.",[25],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Metal', 'value': '-20'}]",,,
smp-SM207,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Akira Komayama,Sudowoodo,SM207,['Fighting'],Pokémon,['Basic'],,110,,,,"[{'name': 'Low Kick', 'cost': ['Fighting'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Territorial Strike', 'cost': ['Fighting', 'Fighting'], 'convertedEnergyCost': 2, 'damage': '80', 'text': ""If you don't have a Stadium card in play, this attack does nothing.""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,It's so popular with the elderly that there's a magazine devoted to this Pokémon. Fans obsess over the particular length and angle of its arms.,[185],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM208,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Misa Tsutsui,Vikavolt,SM208,['Lightning'],Pokémon,['Stage 2'],,150,Charjabug,,"[{'name': 'Stealthy Body', 'text': 'If there is any Stadium card in play, this Pokémon has no Weakness.', 'type': 'Ability'}]","[{'name': 'Electricannon', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Lightning'], 'convertedEnergyCost': 4, 'damage': '120+', 'text': 'You may discard all Lightning Energy from this Pokémon. If you do, this attack does 100 more damage.'}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,It has an organ that generates electricity in its abdomen. It concentrates energy in its strong jaws and fires off powerful jolts of electricity.,[738],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Metal', 'value': '-20'}]",,,
smp-SM209,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Shin Nagasawa,Stakataka,SM209,['Fighting'],Pokémon,"['Basic', 'Ultra Beast']",,120,,,"[{'name': 'Wall of Stone', 'text': ""If your opponent has 3 or fewer Prize cards remaining, this Pokémon's maximum HP is 200."", 'type': 'Ability'}]","[{'name': 'Top Down', 'cost': ['Fighting', 'Fighting', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '110', 'text': ""Flip a coin until you get tails. For each heads, discard the top card of your opponent's deck.""}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4,Promo,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,[805],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM21,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,match,Drampa,SM21,['Dragon'],Pokémon,['Basic'],,120,,,,"[{'name': 'Amass', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for a basic Energy card and attach it to this Pokémon. Then, shuffle your deck.'}, {'name': 'Power Cyclone', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': 'Move an Energy from this Pokémon to 1 of your Benched Pokémon.'}]","[{'type': 'Fairy', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",[780],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM210,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,HYOGONOSUKE,Moltres & Zapdos & Articuno-GX,SM210,['Colorless'],Pokémon,"['Basic', 'TAG TEAM', 'GX']",,300,,,,"[{'name': 'Trinity Burn', 'cost': ['Fire', 'Water', 'Lightning', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '210', 'text': ''}, {'name': 'Sky Legends-GX', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Shuffle this Pokémon and all cards attached to it into your deck. If this Pokémon has at least 1 extra Fire, Water, and Lightning Energy attached to it (in addition to this attack's cost), this attack does 110 damage to 3 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Promo,,"[144, 145, 146]","{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]","['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",,
smp-SM211,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,aky CG Works,Charizard-GX,SM211,['Fire'],Pokémon,"['Stage 2', 'GX']",,250,Charmeleon,,,"[{'name': 'Flamethrower', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '140', 'text': ''}, {'name': 'Flare Blitz-GX', 'cost': ['Fire', 'Fire', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '300', 'text': ""(You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Promo,,[6],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM212,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,5ban Graphics,Gyarados-GX,SM212,['Water'],Pokémon,"['Stage 1', 'GX']",,230,Magikarp,,,"[{'name': 'Dragon Rage', 'cost': ['Water', 'Water', 'Water', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '130', 'text': ''}, {'name': 'Hyper Beam-GX', 'cost': ['Water', 'Water', 'Water', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '240', 'text': ""(You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Promo,,[130],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM213,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,5ban Graphics,Raichu-GX,SM213,['Lightning'],Pokémon,"['Stage 1', 'GX']",,210,Pikachu,,,"[{'name': 'Thunderbolt', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120', 'text': ''}, {'name': 'Spark Ball-GX', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '200', 'text': ""(You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Promo,,[26],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Metal', 'value': '-20'}]","['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM214,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,kawayoo,Mewtwo,SM214,['Psychic'],Pokémon,['Basic'],,120,,,"[{'name': 'Mind Report', 'text': 'When you play this Pokémon from your hand onto your Bench during your turn, you may put a Supporter card from your discard pile on top of your deck.', 'type': 'Ability'}]","[{'name': 'Psyshock', 'cost': ['Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '70', 'text': ""This attack's damage isn't affected by any effects on your opponent's Active Pokémon.""}]","[{'type': 'Psychic', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.,[150],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM215,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Masakazu Fukuda,Mew,SM215,['Psychic'],Pokémon,['Basic'],,60,,,"[{'name': 'Bench Barrier', 'text': ""Prevent all damage done to your Benched Pokémon by your opponent's attacks."", 'type': 'Ability'}]","[{'name': 'Psypower', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Put 3 damage counters on your opponent's Pokémon in any way you like.""}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1,Promo,"Because it can use all kinds of moves, many scientists believe Mew to be the ancestor of Pokémon.",[151],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM216,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,PLANETA Tsuji,Porygon-Z-GX,SM216,['Colorless'],Pokémon,"['Stage 2', 'GX']",,240,Porygon2,,"[{'name': 'Troubleshooting', 'text': 'Once during your turn (before your attack), you may discard a Special Energy from this Pokémon. If you do, heal 80 damage from it.', 'type': 'Ability'}]","[{'name': 'Abnormal Overheating', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '160', 'text': 'This Pokémon is now Burned.'}, {'name': 'Critical Error-GX', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Search your deck for up to 10 cards and discard them. Then, shuffle your deck. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,,[474],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,"['Pokémon-GX rule: When your Pokémon-GX is Knocked Out, your opponent takes 2 Prize cards.']",,
smp-SM217,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Mitsuhiro Arita,Trevenant & Dusknoir-GX,SM217,['Psychic'],Pokémon,"['Basic', 'TAG TEAM', 'GX']",,270,,,,"[{'name': 'Night Watch', 'cost': ['Psychic', 'Psychic', 'Psychic'], 'convertedEnergyCost': 3, 'damage': '150', 'text': ""Choose 2 random cards from your opponent's hand. Your opponent reveals those cards and shuffles them into their deck.""}, {'name': 'Pale Moon-GX', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""At the end of your opponent's next turn, the Defending Pokémon will be Knocked Out. If this Pokémon has at least 1 extra Psychic Energy attached to it (in addition to this attack's cost), discard all Energy from your opponent's Active Pokémon. (You can't use more than 1 GX attack in a game.)""}]","[{'type': 'Darkness', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Promo,,"[477, 709]","{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]","['TAG TEAM rule: When your TAG TEAM is Knocked Out, your opponent takes 3 Prize cards.']",,
smp-SM218,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Kouki Saitou,Buzzwole,SM218,['Grass'],Pokémon,"['Basic', 'Ultra Beast']",,130,,,"[{'name': 'Beast Boost', 'text': ""This Pokémon's attacks do 20 more damage to your opponent's Active Pokémon for each Prize card you have taken (before applying Weakness and Resistance)."", 'type': 'Ability'}]","[{'name': 'Touchdown', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '60', 'text': 'Heal 30 damage from this Pokémon.'}]","[{'type': 'Fire', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"Although it's alien to this world and a danger here, it's apparently a common organism in the world where it normally lives.",[794],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM219,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Ryuta Fuse,Entei,SM219,['Fire'],Pokémon,['Basic'],,130,,,,"[{'name': 'Rally Back', 'cost': ['Fire', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30+', 'text': ""If any of your Pokémon were Knocked Out by damage from an opponent's attack during their last turn, this attack does 90 more damage.""}, {'name': 'Fire Mane', 'cost': ['Fire', 'Fire', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,A Pokémon that races across the land. It is said that one is born every time a new volcano appears.,[244],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM22,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,5ban Graphics,Rowlet,SM22,['Grass'],Pokémon,['Basic'],,60,,['Dartrix'],,"[{'name': 'Tackle', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Leafage', 'cost': ['Grass', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fire', 'value': '×2'}]",['Colorless'],1,Promo,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night.",[722],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM220,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Kagemaru Himeno,Phione,SM220,['Water'],Pokémon,['Basic'],,70,,,"[{'name': 'Whirlpool Suction', 'text': 'Once during your turn (before your attack), if this Pokémon is on your Bench, you may have your opponent switch their Active Pokémon with 1 of their Benched Pokémon. If you do, discard all cards attached to this Pokémon and put it on the bottom of your deck.', 'type': 'Ability'}]","[{'name': 'Rain Splash', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Grass', 'value': '×2'}]",['Colorless'],1,Promo,"When the water warms, they inflate the flotation sac on their heads and drift languidly on the sea in packs.",[489],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM221,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Shin Nagasawa,Blacephalon,SM221,['Psychic'],Pokémon,"['Basic', 'Ultra Beast']",,110,,,,"[{'name': 'Fireworks Bomb', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': ""Put 4 damage counters on your opponent's Pokémon in any way you like. If your opponent has exactly 3 Prize cards remaining, put 12 damage counters on them instead.""}]","[{'type': 'Darkness', 'value': '×2'}]","['Colorless', 'Colorless']",2,Promo,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It's apparently one kind of Ultra Beast.",[806],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]",,,
smp-SM222,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Sumiyoshi Kizuki,Mismagius,SM222,['Psychic'],Pokémon,['Stage 1'],,110,Misdreavus,,,"[{'name': 'Psywave', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '20×', 'text': ""This attack does 20 damage times the amount of Energy attached to your opponent's Active Pokémon.""}, {'name': 'Astonish', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '40', 'text': ""Choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.""}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1,Promo,"Feared for its wrath and the curses it spreads, this Pokémon will also, on a whim, cast spells that help people.",[429],"{'unlimited': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-20'}]",,,
smp-SM223,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Masakazu Fukuda,Terrakion,SM223,['Fighting'],Pokémon,['Basic'],,140,,,,"[{'name': 'Cavern Counter', 'cost': ['Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50+', 'text': 'If all of your Benched Pokémon have at least 1 damage counter on them, this attack does 150 more damage.'}, {'name': 'Boulder Crush', 'cost': ['Fighting', 'Fighting', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '110', 'text': ''}]","[{'type': 'Grass', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless', 'Colorless']",4,Promo,Its charge is strong enough to break through a giant castle wall in one blow. This Pokémon is spoken of in legends.,[639],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM224,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,Mizue,Celebi,SM224,['Psychic'],Pokémon,['Basic'],,70,,,,"[{'name': 'Call for Greatness', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 3 Pokémon-GX with different names, reveal them, and put them into your hand. Then, shuffle your deck.'}, {'name': 'Psy Bolt', 'cost': ['Psychic', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '40', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]","[{'type': 'Psychic', 'value': '×2'}]",['Colorless'],1,Promo,This Pokémon wanders across time. Grass and trees flourish in the forests in which it has appeared.,[251],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
smp-SM225,SM Black Star Promos,Sun & Moon,TPCI,Seventh,2/3/2017,nagimiso,Victini,SM225,['Fire'],Pokémon,['Basic'],,70,,,,"[{'name': 'Victory Sign', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 2 basic Energy cards of different types and attach them to your Pokémon in any way you like. Then, shuffle your deck.'}, {'name': 'Flare', 'cost': ['Fire'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}]","[{'type': 'Water', 'value': '×2'}]",['Colorless'],1,Promo,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.",[494],"{'unlimited': 'Legal', 'expanded': 'Legal'}",,,,
