card_id,attack_name,description,damage
dp3-46,Flare Tail,"Flip a coin. If heads, discard a Fire Energy attached to Charmeleon and this attack does 50 damage plus 20 more damage.",50+
dp3-47,Withdraw,"Flip a coin. If heads, prevent all damage done to Cloyster by attacks during your opponent's next turn.",
dp3-47,Spine Missile,"Flip 4 coins. For each heads, choose an opponent's Pokémon in play and this attack does 20 damage to those Pokémon. (You may choose the same Pokémon more than once.) (Don't apply Weakness and Resistance for Benched Pokémon.)",
dp3-48,Rapid Spin,"Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon, if any. You switch Donphan with 1 of your Benched Pokémon, if any.",40
dp3-48,Bash In,"If the Defending Pokémon has a Pokémon Tool card attached to it, this attack does 70 damage plus 60 more damage.",70+
dp3-49,Swords Dance,"During your next turn, Farfetch'd's Leek Slap attack's base damage is 60.",
dp3-49,Leek Slap,"During your next turn, Farfetch'd can't use Leek Slap.",30
dp3-50,Attract Current,Search your deck for a Lightning Energy card and attach it to 1 of your Pokémon. Shuffle your deck afterward.,10
dp3-50,Electromagnetic Kick,"Flip a coin. If tails, Flaaffy does 10 damage to itself.",60
dp3-51,Leech Seed,Remove 1 damage counter from Ivysaur.,20
dp3-51,Razor Leaf,,60
dp3-52,Blind Scratch,"Flip a coin. If tails, this attack does no damage to the Defending Pokémon. Instead, this attack does 20 damage to 1 of your Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)",60
dp3-53,Psychic Research,Search your discard pile for a Supporter card and use the effect of that card as the effect of this attack. (The Supporter card remains in your discard pile.),
dp3-53,Telekinesis,Choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.,
dp3-54,Torment,"Flip a coin. If heads, your opponent can't play any Supporter cards from his or her hand during his or her next turn.",20
dp3-54,Absorb,Remove 2 damage counters from Lombre.,40
dp3-55,Healing Milk,"Flip 2 coins. For each heads, remove 3 damage counters from 1 of your Pokémon.",
dp3-55,Continuous Tumble,Flip a coin until you get tails. This attack does 20 damage times the number of heads.,20×
dp3-56,Panic Liquid,The Defending Pokémon is now Confused and can't retreat during your opponent's next turn.,50
dp3-57,Spirited Drill,"During your next turn, each of Nidorino's attacks does 20 more damage to the Defending Pokémon (before applying Weakness and Resistance).",20
dp3-57,Poison Horn,The Defending Pokémon is now Poisoned.,40
dp3-58,Wing Attack,,20
dp3-58,Quick Attack,"Flip a coin. If heads, this attack does 30 damage plus 30 more damage.",30+
dp3-59,Grip and Squeeze,The Defending Pokémon can't retreat during your opponent's next turn.,20
dp3-59,Power Guillotine,"Flip 2 coins. If either of them is tails, this attack's base damage is 10 instead of 100.",100
dp3-60,Muddy Water,Does 20 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),60
dp3-61,Gnaw Off,"Flip a coin. If heads, this attack does 10 damage plus 60 more damage.",10+
dp3-61,Sneaky Attack,"If Raticate has any Darkness Energy attached to it, this attack does 20 damage plus 20 more damage.",20+
dp3-62,Sleep Powder,The Defending Pokémon is now Asleep.,
dp3-62,Razor Leaf,,10
dp3-63,Rummage,"Look at the top 5 cards of your deck. Choose as many Trainer cards as you like, show them to your opponent, and put them into your hand. Put the other cards back on top of your deck. Shuffle your deck afterward.",
dp3-63,Shadow Sneak,"If you and your opponent have a different number of Prize cards left, this attack does 20 damage plus 20 more damage.",20+
dp3-64,Focus Energy,"During your next turn, Shelgon's Protect Charge attack's base damage is 80.",
dp3-64,Protect Charge,"During your opponent's next turn, any damage done to Shelgon by attacks is reduced by 30 (after applying Weakness and Resistance).",30
dp3-65,U-turn,Switch Skiploom with 1 of your Benched Pokémon.,20
dp3-66,Color Pick,"Search your deck for up to 3 basic Energy cards, show them to your opponent, and put them into your hand. Shuffle your deck afterward.",
dp3-66,Trace,"Flip a coin. If heads, choose an attack on 1 of your opponent's Benched Pokémon. Trace copies that attack except for its Energy cost. (You must still do anything else required for that attack.) Smeargle performs that attack.",
dp3-67,Psykiss,"Flip a coin. If heads, choose a Special Energy card attached to 1 of your opponent's Pokémon and have your opponent shuffle that card into his or her deck.",
dp3-68,Hidden Power,,20
dp3-69,Hidden Power,"Flip a coin. If heads, the Defending Pokémon is now Burned.",10
dp3-70,Hidden Power,"Flip a coin. If heads, the Defending Pokémon is now Asleep.",10
dp3-71,Hidden Power,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
dp3-72,Hidden Power,Remove as many damage counters as you like from each Unown you have in play. Put that many damage counters on the Defending Pokémon.,
dp3-73,Disturbance Dive,"Prevent all effects of an attack, excluding damage, done to Venomoth during your opponent's next turn.",50
dp3-74,Sand Wind,Does 10 damage to each of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp3-74,Hyper Beam,"Flip a coin. If heads, discard an Energy card attached to the Defending Pokémon.",40
dp3-75,Giant Wave,Wartortle can't use Giant Wave during your next turn.,40
dp3-75,Shell Attack,,50
dp3-76,Bite,,10
dp3-76,Rage,Does 10 damage plus 10 more damage for each damage counter on Bagon.,10+
dp3-77,Shake Vine,The Defending Pokémon is now Asleep.,
dp3-77,Bullet Seed,Flip 4 coins. This attack does 10 damage times the number of heads.,10×
dp3-78,Plant Cloak Tackle,"If Burmy Plant Cloak has any Grass Energy attached to it, this attack does 10 damage plus 10 more damage.",10+
dp3-79,Sandy Cloak Tackle,"If Burmy Sandy Cloak has any Fighting Energy attached to it, this attack does 10 damage plus 10 more damage.",10+
dp3-80,Trash Cloak Tackle,"If Burmy Trash Cloak has any Metal Energy attached to it, this attack does 10 damage plus 10 more damage.",10+
dp3-81,Slash,,10
dp3-81,Bite Away,"Flip a coin. If heads, choose a card from your opponent's hand without looking and discard it.",20
dp3-82,Gnaw,,10
dp3-82,Lava Burn,Does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),20
dp3-84,Rally,Search your deck for up to 3 different types of Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.,
dp3-84,Hook,,30
dp3-85,Down Draw,Draw a card from the bottom of your deck.,
dp3-85,Mud Spatter,,30
dp3-87,Thundershock,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
dp3-87,Thunder,"Flip a coin. If tails, Electabuzz does 30 damage to itself.",60
dp3-88,Mud Bomb,,10
dp3-88,Gunky,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",
dp3-89,Roar,Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.,
dp3-89,Dig Claws,,20
dp3-90,Hover Heal,Remove all Special Conditions from Hoppip.,10
dp3-91,Lick,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
dp3-91,Stomp,"Flip a coin. If heads, this attack does 10 damage plus 30 more damage.",10+
dp3-92,Water Sport,"If Lotad has less Energy attached to it than the Defending Pokémon, this attack does 10 damage plus 20 more damage.",10+
dp3-92,Ram,,20
dp3-93,Fire Punch,,10
dp3-93,Smog,The Defending Pokémon is now Poisoned.,20
dp3-94,Thundershock,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",10
dp3-94,Static Shock,,20
dp3-96,Bothering Wave,"Flip a coin. If tails, this attack does nothing. If heads, discard an Energy card attached to the Defending Pokémon.",20
dp3-96,Future Sight,Look at the top 5 cards of either player's deck and put them back on top of that player's deck in any order.,
dp3-97,Collect,Draw a card.,
dp3-97,Poison Skin,"Flip 2 coins. If either of them is heads, the Defending Pokémon is now Poisoned.",
dp3-98,Flail,Does 10 damage times the number of damage counters on Phanpy.,10×
dp3-98,Take Down,Phanpy does 10 damage to itself.,30
dp3-99,Growl,"During your opponent's next turn, any damage done by attacks from the Defending Pokémon is reduced by 20 (before applying Weakness and Resistance).",
dp3-99,Peck,,20
dp3-100,Delusion,"If Psyduck is Confused, draw 2 cards.",
dp3-100,Migraine,"Flip a coin. If heads, the Defending Pokémon is now Confused. If tails, Psyduck is now Confused.",10
dp3-101,Nerve Shot,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
dp3-102,Smack,,10
dp3-102,Confuse Ray,"Flip a coin. If heads, the Defending Pokémon is now Confused.",
dp3-103,Tail Whip,"Flip a coin. If heads, the Defending Pokémon can't attack during your opponent's next turn.",
dp3-103,Bite,,20
dp3-104,Grope,"Look at the top 2 cards of your deck, choose 1 of them, and put it into your hand. Put the other card on the bottom of your deck.",
dp3-104,Scratch,,10
dp3-105,Shell Rest,Remove 2 damage counters from Shellder.,
dp3-105,Tongue Slap,,20
dp3-106,Shell Hunting,Search your deck for up to 2 in any combination of Shellos West Sea and Shellos East Sea and put them on your Bench. Shuffle your deck afterward.,
dp3-106,Sprinkle Water,,10
dp3-107,Mud Spatter,,10
dp3-107,Recover,Discard a Water Energy attached to Shellos West Sea and remove all damage counters from Shellos West Sea.,
dp3-108,Headbutt,,10
dp3-108,Toxic Spore,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",20
dp3-109,Ferment Poison,"The Defending Pokémon is now Poisoned. As long as the Defending Pokémon remains Poisoned by this attack, it can't use any Poké-Body.",10
dp3-110,Gossip,Put 1 damage counter on 1 of your opponent's Pokémon.,
dp3-110,Hang Down,,20
dp3-111,Dish Out,Draw a card from the top and the bottom of your deck.,
dp3-111,Synchro Punch,"If any basic Energy card attached to Spinda is the same type as any Energy attached to the Defending Pokémon, this attack does 10 damage plus 30 more damage.",10+
dp3-112,Bubble,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
dp3-112,Aqua Tail,Flip a coin for each Water Energy attached to Squirtle. This attack does 20 damage plus 10 more damage for each heads.,20+
dp3-113,Lead,"Search your deck for a Supporter card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
dp3-113,Frighten Horn,"If the Defending Pokémon isn't an Evolved Pokémon, that Pokémon is now Confused.",20
dp3-114,Sun Soak,"Flip a coin. If heads, remove all damage counters from Sunkern, search your deck for an Evolution card that evolves from Sunkern, and put it onto Sunkern. (This counts as evolving Sunkern.) Shuffle your deck afterward.",
dp3-114,Seed Bomb,,20
dp3-115,Inviting Trap,Switch the Defending Pokémon with 1 of your opponent's Benched Pokémon.,
dp3-115,Sand Tomb,The Defending Pokémon can't retreat during your opponent's next turn.,10
dp3-116,Stun Spore,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
dp3-116,Signal Beam,"Flip a coin. If heads, the Defending Pokémon is now Confused.",10
dp3-117,Speed Ball,,20
dp3-117,Big Explosion,Voltorb does 50 damage to itself.,50
dp3-118,Yawn,The Defending Pokémon is now Asleep.,
dp3-118,Splatter,Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. This attack's damage isn't affected by Weakness or Resistance.,
dp4-1,Fire Dance,Search your discard pile for a Fire Energy card and attach it to 1 of your Pokémon.,30
dp4-1,Flame Kick,Discard 2 Fire Energy attached to Blaziken. This attack does 80 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp4-2,Moon Twinkle,"If there is any Stadium card in play, remove 2 damage counters from Cresselia.",10
dp4-2,Lunar Dance,"You may discard 2 Energy attached to Cresselia. If you do, remove all damage counters from 1 of your Benched Pokémon.",50
dp4-3,Reach Over,"Search your deck for an Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
dp4-3,Darkness Pursuit,"If the Defending Pokémon is Cresselia, this attack's base damage is 100.",50
dp4-4,Darkness Roar,You may have your opponent switch the Defending Pokémon with 1 or his or her Benched Pokémon.,10
dp4-4,Sleep Hole,"If the Defending Pokémon is Asleep, this attack does 40 damage plus 40 more damage. If the Defending Pokémon is not Asleep, that Pokémon is now Asleep.",40+
dp4-5,Call for Family,Search your deck for up to 3 Basic Pokémon and put them onto your Bench. Shuffle your deck afterward.,
dp4-5,Smash Short,"If the Defending Pokémon has a Pokémon Tool card attached to it, this attack does 10 damage plus 30 more damage. Discard that Pokémon Tool card, look at your opponent's hand, and discard any Pokémon Tool cards of the same name you find there.",10+
dp4-6,Tri Attack,Flip 3 coins. This attack does 40 damage times the number of heads.,40×
